# schema_version: 1
# lap: 4
# driver: 0822
# phase: coached
# setup: apex-study-v1
# source: torcs:human-1-1787394301-10916-1.csv | car: Player | race_lap: 4 | measured_lap_time: 137.132
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage,wall_clock_s
0.0,0.465,46.2457,1.0,0.0,0.0,4,1,386.14,480.376,-0.8339,27696,1787394683.9454
0.02,1.391,46.2924,1.0,0.0,0.0,4,1,387.066,480.36,-0.8371,27696,1787394683.9456
0.04,2.316,46.3026,1.0,0.0,0.0,4,1,387.991,480.344,-0.8402,27696,1787394683.9457
0.06,3.242,46.336,0.9671,0.0,0.0,4,1,388.918,480.329,-0.8433,27696,1787394683.9458
0.08,4.17,46.41,1.0,0.0,0.0,4,1,389.845,480.313,-0.8465,27696,1787394683.9461
0.1,5.099,46.4688,1.0,0.0,0.0,4,1,390.774,480.298,-0.8496,27696,1787394683.9462
0.12,6.028,46.522,1.0,0.0,0.0,4,1,391.703,480.282,-0.8527,27696,1787394684.0607
0.14,6.959,46.5727,1.0,0.0,0.0,4,1,392.634,480.266,-0.8559,27696,1787394684.061
0.16,7.891,46.6213,1.0,0.0,0.0,4,1,393.566,480.25,-0.8591,27696,1787394684.0611
0.18,8.824,46.6668,1.0,0.0,0.0,4,1,394.499,480.234,-0.8622,27696,1787394684.0612
0.2,9.757,46.7108,1.0,0.0,0.0,4,1,395.432,480.218,-0.8655,27696,1787394684.0614
0.22,10.692,46.7611,1.0,0.0,0.0,4,1,396.367,480.202,-0.8687,27696,1787394684.0615
0.24,11.627,46.8074,1.0,0.0,0.0,4,1,397.302,480.186,-0.8719,27696,1787394684.1686
0.26,12.563,46.8505,1.0,0.0,0.0,4,1,398.239,480.17,-0.8752,27696,1787394684.1687
0.28,13.501,46.8962,1.0,0.0,0.0,4,1,399.176,480.153,-0.8784,27696,1787394684.1689
0.3,14.439,46.9456,1.0,0.0,0.0,4,1,400.114,480.137,-0.8816,27696,1787394684.169
0.32,15.378,46.9902,1.0,0.0,0.0,4,1,401.053,480.121,-0.8849,27696,1787394684.1691
0.34,16.318,47.0348,1.0,0.0,0.0,4,1,401.994,480.105,-0.8881,27696,1787394684.2753
0.36,17.259,47.0809,1.0,0.0,0.0,4,1,402.935,480.088,-0.8914,27696,1787394684.2755
