# schema_version: 1
# lap: 2
# driver: 0822
# phase: coached
# setup: apex-study-v1
# source: torcs:human-1-1787394301-10916-1.csv | car: Player | race_lap: 2 | measured_lap_time: 127.240
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage,wall_clock_s
0.0,0.276,40.1857,1.0,0.0,0.0,3,1,385.951,471.644,-2.5804,13684,1787394453.0947
0.02,1.079,40.2892,1.0,0.0,0.0,3,1,386.755,471.603,-2.5885,13684,1787394453.0949
0.04,1.886,40.3792,1.0,0.0,0.0,3,1,387.561,471.567,-2.5958,13684,1787394453.095
0.06,2.693,40.4464,0.9572,0.0,0.0,3,1,388.368,471.533,-2.6026,13684,1787394453.0952
0.08,3.502,40.5067,0.8506,0.0,0.0,3,1,389.177,471.501,-2.609,13684,1787394453.0954
0.1,4.313,40.5652,0.7994,0.0,0.0,3,1,389.988,471.47,-2.6151,13684,1787394453.2141
0.12,5.124,40.6621,0.8867,0.0,0.0,3,1,390.799,471.44,-2.621,13684,1787394453.2143
0.14,5.938,40.781,0.9912,0.0,0.0,3,1,391.613,471.411,-2.6268,13684,1787394453.2145
0.16,6.754,40.904,1.0,0.0,0.0,3,1,392.43,471.382,-2.6327,13684,1787394453.2147
0.18,7.573,41.0171,1.0,0.0,0.0,3,1,393.248,471.353,-2.6386,13684,1787394453.2149
0.2,8.394,41.1344,1.0,0.0,0.0,3,1,394.07,471.323,-2.6445,13684,1787394453.2163
0.22,9.218,41.2463,1.0,0.0,0.0,3,1,394.893,471.293,-2.6505,13684,1787394453.3319
0.24,10.043,41.3491,1.0,0.0,0.0,3,1,395.718,471.263,-2.6566,13684,1787394453.3321
0.26,10.871,41.4447,1.0,0.0,0.0,3,1,396.546,471.232,-2.6626,13684,1787394453.3322
0.28,11.7,41.5561,1.0,0.0,0.0,3,1,397.375,471.202,-2.6687,13684,1787394453.3324
0.3,12.532,41.6523,1.0,0.0,0.0,3,1,398.207,471.171,-2.6748,13684,1787394453.3325
0.32,13.365,41.7393,1.0,0.0,0.0,3,1,399.04,471.141,-2.6809,13684,1787394453.3326
0.34,14.201,41.8491,1.0,0.0,0.0,3,1,399.876,471.11,-2.687,13684,1787394453.4474
0.36,15.038,41.9675,1.0,0.0,0.0,3,1,400.713,471.079,-2.6932,13684,1787394453.4477
0.38,15.878,42.0693,1.0,0.0,0.0,3,1,401.553,471.049,-2.6994,13684,1787394453.4479
0.4,16.72,42.1627,1.0,0.0,0.0,3,1,402.395,471.018,-2.7055,13684,1787394453.4482
0.42,17.564,42.275,1.0,0.0,0.0,3,1,403.239,470.987,-2.7118,13684,1787394453.4484
0.44,18.409,42.3798,1.0,0.0,0.0,3,1,404.085,470.956,-2.718,13684,1787394453.4486
0.46,19.258,42.4678,1.0,0.0,0.0,3,1,404.933,470.924,-2.7242,13684,1787394453.5628
0.48,20.107,42.5655,1.0,0.0,0.0,3,1,405.782,470.893,-2.7304,13684,1787394453.5631
0.5,20.959,42.665,1.0,0.0,0.0,3,1,406.634,470.862,-2.7367,13684,1787394453.5632
0.52,21.813,42.7763,1.0,0.0,0.0,3,1,407.488,470.831,-2.7429,13684,1787394453.5634
0.54,22.669,42.892,1.0,0.0,0.0,3,1,408.344,470.8,-2.7491,13684,1787394453.5635
0.56,23.527,42.9959,1.0,0.0,0.0,3,1,409.202,470.769,-2.7553,13684,1787394453.5636
0.58,24.387,43.0911,1.0,0.0,0.0,3,1,410.062,470.738,-2.7616,13684,1787394453.6799
0.6,25.249,43.1854,1.0,0.0,0.0,3,1,410.925,470.707,-2.7678,13684,1787394453.6801
0.62,26.114,43.2906,1.0,0.0,0.0,3,1,411.789,470.675,-2.774,13684,1787394453.6802
0.64,26.98,43.3945,1.0,0.0,0.0,3,1,412.655,470.644,-2.7802,13684,1787394453.6803
0.66,27.848,43.4722,1.0,0.0,0.0,3,1,413.523,470.613,-2.7865,13684,1787394453.6805
0.68,28.718,43.5494,1.0,0.0,0.0,3,1,414.393,470.591,-2.7909,13687,1787394453.6806
0.7,29.589,43.6259,1.0,0.0,0.0,3,1,415.264,470.594,-2.7902,13697,1787394453.7937
0.72,30.462,43.7102,1.0,0.0,0.0,3,1,416.138,470.597,-2.7897,13707,1787394453.7939
0.74,31.337,43.7947,1.0,0.0,0.0,3,1,417.012,470.601,-2.789,13717,1787394453.794
0.76,32.214,43.8724,1.0,0.0,0.0,3,1,417.889,470.605,-2.7882,13727,1787394453.7942
0.78,33.092,43.9517,1.0,0.0,0.0,3,1,418.767,470.608,-2.7875,13737,1787394453.7943
0.8,33.972,44.0324,1.0,0.0,0.0,3,1,419.647,470.609,-2.7872,13747,1787394453.9087
0.82,34.853,44.1181,1.0,0.0,0.0,3,1,420.528,470.605,-2.7881,13747,1787394453.9088
0.84,35.736,44.2105,1.0,0.0,0.0,3,1,421.412,470.597,-2.7897,13749,1787394453.909
0.86,36.621,44.2806,1.0,0.0,0.0,3,1,422.296,470.591,-2.7909,13749,1787394453.9091
0.88,37.508,44.3615,1.0,0.0,0.0,3,1,423.183,470.581,-2.7928,13749,1787394453.9092
0.9,38.396,44.4547,1.0,0.0,0.0,3,1,424.071,470.574,-2.7943,13752,1787394453.9093
