# schema_version: 1
# lap: 3
# driver: 0822
# phase: coached
# setup: apex-study-v1
# source: torcs:human-1-1787394301-10916-1.csv | car: Player | race_lap: 3 | measured_lap_time: 103.560
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage,wall_clock_s
0.0,0.254,36.8733,1.0,0.0,0.0,3,1,385.93,477.436,-1.4218,24901,1787394580.3175
0.02,0.991,36.9637,1.0,0.0,0.0,3,1,386.666,477.492,-1.4106,24901,1787394580.3176
0.04,1.729,37.0546,1.0,0.0,0.0,3,1,387.404,477.548,-1.3994,24901,1787394580.3177
0.06,2.469,37.1373,0.989,0.0,0.0,3,1,388.144,477.605,-1.3882,24901,1787394580.4216
0.08,3.21,37.1683,0.7723,0.0,0.0,3,1,388.885,477.661,-1.377,24901,1787394580.4218
0.1,3.951,37.1872,0.6369,0.0,0.0,3,1,389.627,477.717,-1.3657,24901,1787394580.4219
0.12,4.694,37.2538,0.7351,0.0,0.0,3,1,390.369,477.773,-1.3545,24901,1787394580.4222
0.14,5.438,37.3813,0.9618,0.0,0.0,3,1,391.113,477.829,-1.3433,24901,1787394580.423
0.16,6.185,37.5128,1.0,0.0,0.0,3,1,391.86,477.886,-1.332,24901,1787394580.4233
0.18,6.934,37.6253,1.0,0.0,0.0,3,1,392.609,477.942,-1.3208,24901,1787394580.5262
0.2,7.686,37.739,1.0,0.0,0.0,3,1,393.361,477.998,-1.3096,24901,1787394580.5264
0.22,8.44,37.8316,1.0,0.0,0.0,3,1,394.115,478.053,-1.2984,24901,1787394580.5266
0.24,9.195,37.9299,1.0,0.0,0.0,3,1,394.871,478.109,-1.2872,24901,1787394580.5267
0.26,9.953,38.0438,1.0,0.0,0.0,3,1,395.628,478.165,-1.2761,24901,1787394580.5269
0.28,10.713,38.1302,1.0,0.0,0.0,3,1,396.388,478.221,-1.2649,24901,1787394580.6354
0.3,11.474,38.2364,1.0,0.0,0.0,3,1,397.15,478.277,-1.2537,24901,1787394580.6356
0.32,12.238,38.3188,0.9928,0.0,0.0,3,1,397.913,478.333,-1.2424,24901,1787394580.6357
0.34,13.004,38.4332,1.0,0.0,0.0,3,1,398.679,478.389,-1.2312,24901,1787394580.6358
0.36,13.772,38.5549,1.0,0.0,0.0,3,1,399.447,478.446,-1.22,24901,1787394580.6359
0.38,14.542,38.6495,1.0,0.0,-0.0243,3,1,400.217,478.502,-1.2088,24901,1787394580.7429
0.4,15.314,38.7323,1.0,0.0,-0.0487,3,1,400.989,478.557,-1.1976,24901,1787394580.7431
0.42,16.088,38.8476,1.0,0.0,-0.073,3,1,401.763,478.612,-1.1867,24901,1787394580.7432
0.44,16.864,38.9525,1.0,0.0,-0.0974,3,1,402.539,478.665,-1.1762,24901,1787394580.7433
0.46,17.642,39.0303,0.9805,0.0,-0.1217,3,1,403.317,478.715,-1.1661,24901,1787394580.7434
0.48,18.423,39.1403,0.9578,0.0,-0.146,3,1,404.098,478.762,-1.1567,24901,1787394580.7436
0.5,19.205,39.2009,0.9341,0.0,-0.1704,3,1,404.88,478.805,-1.1481,24901,1787394580.8472
0.52,19.989,39.2902,0.9095,0.0,-0.1947,3,1,405.664,478.843,-1.1404,24901,1787394580.8474
0.54,20.775,39.3601,0.8839,0.0,-0.219,3,1,406.45,478.876,-1.134,24901,1787394580.8475
0.56,21.562,39.4151,0.8574,0.0,-0.2433,3,1,407.237,478.901,-1.129,24901,1787394580.8476
0.58,22.351,39.4686,0.83,0.0,-0.2677,3,1,408.026,478.918,-1.1255,24901,1787394580.8478
0.6,23.14,39.4983,1.0,0.0,0.0,3,1,408.815,478.927,-1.1238,24901,1787394580.9505
0.62,23.93,39.5345,0.9341,0.0,0.0,3,1,409.605,478.927,-1.1237,24901,1787394580.9506
0.64,24.722,39.618,0.9802,0.0,0.0,3,1,410.397,478.921,-1.1249,24901,1787394580.9508
0.66,25.515,39.7107,1.0,0.0,0.0,3,1,411.19,478.908,-1.1274,24901,1787394580.9509
0.68,26.31,39.797,1.0,0.0,0.0,3,1,411.985,478.889,-1.1314,24901,1787394580.951
0.7,27.106,39.8673,1.0,0.0,0.0,3,1,412.781,478.862,-1.1368,24901,1787394581.0564
0.72,27.903,39.9517,1.0,0.0,0.0,3,1,413.578,478.828,-1.1434,24901,1787394581.0565
0.74,28.701,40.0234,0.9957,0.0,0.0,3,1,414.377,478.789,-1.1514,24901,1787394581.0568
0.76,29.501,40.1111,1.0,0.0,0.0,3,1,415.177,478.743,-1.1605,24901,1787394581.057
0.78,30.303,40.2114,1.0,0.0,0.0,3,1,415.978,478.691,-1.1708,24901,1787394581.0572
0.8,31.106,40.2996,1.0,0.0,0.0,3,1,416.781,478.634,-1.1823,24901,1787394581.1589
0.82,31.91,40.3773,1.0,0.0,0.0,3,1,417.586,478.571,-1.1949,24901,1787394581.1591
0.84,32.716,40.4869,1.0,0.0,0.0,3,1,418.391,478.503,-1.2084,24901,1787394581.1592
0.86,33.523,40.5889,1.0,0.0,0.0,3,1,419.199,478.432,-1.2226,24901,1787394581.1594
0.88,34.332,40.667,1.0,0.0,0.0,3,1,420.007,478.358,-1.2374,24901,1787394581.1595
0.9,35.143,40.7638,1.0,0.0,0.0,3,1,420.818,478.282,-1.2527,24901,1787394581.1596
0.92,35.955,40.861,1.0,0.0,0.0,3,1,421.631,478.204,-1.2682,24901,1787394581.2661
0.94,36.77,40.9433,1.0,0.0,0.0,3,1,422.445,478.125,-1.284,24901,1787394581.2669
0.96,37.585,41.0489,1.0,0.0,0.0,3,1,423.261,478.046,-1.2999,24901,1787394581.2671
0.98,38.403,41.1267,1.0,0.0,0.0,3,1,424.078,477.965,-1.316,24901,1787394581.2672
1.0,39.222,41.2104,1.0,0.0,0.0,3,1,424.897,477.885,-1.3322,24901,1787394581.2673
1.02,40.043,41.3066,1.0,0.0,0.0,3,1,425.718,477.803,-1.3484,24901,1787394581.3707
1.04,40.866,41.4198,1.0,0.0,0.0,3,1,426.542,477.722,-1.3647,24901,1787394581.3708
1.06,41.691,41.5162,1.0,0.0,0.0,3,1,427.367,477.64,-1.3811,24901,1787394581.3709
1.08,42.518,41.592,1.0,0.0,0.0,3,1,428.193,477.558,-1.3975,24901,1787394581.371
1.1,43.347,41.6868,1.0,0.0,0.0,3,1,429.022,477.475,-1.414,24901,1787394581.3711
1.12,44.177,41.7839,1.0,0.0,0.0,3,1,429.852,477.393,-1.4305,24901,1787394581.4749
1.14,45.009,41.8515,1.0,0.0,0.0,3,1,430.684,477.31,-1.447,24901,1787394581.475
1.16,45.843,41.9538,1.0,0.0,0.0,3,1,431.518,477.228,-1.4635,24901,1787394581.4752
1.18,46.678,42.0428,1.0,0.0,0.0,3,1,432.354,477.145,-1.4801,24901,1787394581.4753
1.2,47.516,42.1226,1.0,0.0,0.0,3,1,433.191,477.062,-1.4967,24901,1787394581.4755
1.22,48.355,42.2258,1.0,0.0,0.0,3,1,434.03,476.979,-1.5133,24901,1787394581.5827
1.24,49.196,42.3154,1.0,0.0,0.0,3,1,434.871,476.896,-1.5299,24901,1787394581.5828
1.26,50.038,42.3929,1.0,0.0,0.0,3,1,435.713,476.813,-1.5465,24901,1787394581.583
1.28,50.883,42.4838,1.0,0.0,0.0,3,1,436.558,476.73,-1.5632,24901,1787394581.5831
1.3,51.729,42.5797,1.0,0.0,0.0,3,1,437.404,476.646,-1.5798,24901,1787394581.5832
1.32,52.577,42.6725,1.0,0.0,0.0,3,1,438.252,476.563,-1.5965,24901,1787394581.5834
1.34,53.427,42.7496,1.0,0.0,0.0,3,1,439.102,476.479,-1.6133,24901,1787394581.6896
1.36,54.278,42.8354,1.0,0.0,0.0,3,1,439.953,476.396,-1.63,24901,1787394581.6898
1.38,55.131,42.9014,1.0,0.0,0.0,3,1,440.806,476.312,-1.6467,24901,1787394581.6901
1.4,55.985,42.985,1.0,0.0,0.0,3,1,441.66,476.228,-1.6635,24901,1787394581.6902
1.42,56.842,43.0851,1.0,0.0,0.0,3,1,442.517,476.144,-1.6803,24901,1787394581.6904
1.44,57.7,43.1806,1.0,0.0,0.0243,3,1,443.375,476.06,-1.6971,24901,1787394581.8015
1.46,58.56,43.2531,1.0,0.0,0.0485,3,1,444.235,475.976,-1.7138,24901,1787394581.8016
1.48,59.421,43.3324,1.0,0.0,0.0728,3,1,445.096,475.894,-1.7303,24901,1787394581.8018
1.5,60.284,43.4184,1.0,0.0,0.0971,3,1,445.96,475.814,-1.7463,24901,1787394581.802
1.52,61.15,43.502,0.9809,0.0,0.1213,3,1,446.825,475.737,-1.7617,24901,1787394581.8021
1.54,62.017,43.5655,0.9582,0.0,0.1456,3,1,447.692,475.664,-1.7763,24901,1787394581.8022
1.56,62.886,43.638,0.9346,0.0,0.1698,3,1,448.561,475.596,-1.7899,24901,1787394581.9094
1.58,63.756,43.6811,0.9101,0.0,0.1941,3,1,449.431,475.533,-1.8024,24901,1787394581.9096
1.6,64.628,43.719,0.8846,0.0,0.2184,3,1,450.303,475.477,-1.8136,24901,1787394581.9097
1.62,65.501,43.7612,0.8582,0.0,0.2426,3,1,451.176,475.428,-1.8234,24901,1787394581.9098
1.64,66.375,43.7982,0.8309,0.0,0.2669,3,1,452.05,475.387,-1.8316,24901,1787394581.9099
1.66,67.25,43.8227,1.0,0.0,0.0,3,1,452.925,475.355,-1.8382,24901,1787394582.0173
1.68,68.126,43.864,1.0,0.0,0.0,3,1,453.801,475.33,-1.843,24901,1787394582.0175
1.7,69.003,43.9245,1.0,0.0,0.0,3,1,454.678,475.313,-1.8465,24901,1787394582.0176
1.72,69.881,43.9841,1.0,0.0,0.0,3,1,455.556,475.303,-1.8486,24901,1787394582.0177
1.74,70.761,44.0415,1.0,0.0,0.0,3,1,456.436,475.3,-1.8492,24901,1787394582.0178
1.76,71.642,44.1044,1.0,0.0,0.0,3,1,457.317,475.303,-1.8484,24901,1787394582.1241
1.78,72.524,44.1685,1.0,0.0,0.0,3,1,458.199,475.314,-1.8463,24901,1787394582.1244
1.8,73.407,44.2325,1.0,0.0,0.0,3,1,459.082,475.331,-1.8429,24901,1787394582.1246
1.82,74.291,44.2957,1.0,0.0,0.0,3,1,459.966,475.355,-1.8382,24901,1787394582.1248
1.84,75.177,44.3644,1.0,0.0,0.0,3,1,460.852,475.384,-1.8323,24901,1787394582.1252
1.86,76.064,44.4394,1.0,0.0,0.0,3,1,461.739,475.419,-1.8253,24901,1787394582.1254
1.88,76.952,44.5193,1.0,0.0,0.0,3,1,462.627,475.458,-1.8175,24901,1787394582.2368
1.9,77.841,44.5918,1.0,0.0,0.0,3,1,463.516,475.5,-1.8091,24901,1787394582.2371
1.92,78.732,44.6688,1.0,0.0,0.0,3,1,464.407,475.545,-1.8001,24901,1787394582.2372
1.94,79.624,44.7344,1.0,0.0,0.0,3,1,465.299,475.591,-1.7908,24901,1787394582.2375
1.96,80.517,44.8038,1.0,0.0,0.0,3,1,466.192,475.639,-1.7812,24901,1787394582.2377
1.98,81.412,44.8689,1.0,0.0,0.0,3,1,467.087,475.688,-1.7715,24901,1787394582.3479
2.0,82.308,44.9196,1.0,0.0,0.0,4,1,467.983,475.738,-1.7615,24901,1787394582.3482
2.02,83.205,44.9798,1.0,0.0,0.0,4,1,468.88,475.788,-1.7515,24901,1787394582.3483
2.04,84.103,45.0435,1.0,0.0,0.0,4,1,469.778,475.838,-1.7414,24901,1787394582.3484
2.06,85.002,45.1122,1.0,0.0,0.0,4,1,470.678,475.889,-1.7313,24901,1787394582.3485
2.08,85.903,45.1802,1.0,0.0,0.0,4,1,471.578,475.94,-1.7211,24901,1787394582.3487
2.1,86.805,45.2382,1.0,0.0,0.0,4,1,472.48,475.991,-1.7109,24901,1787394582.4566
2.12,87.709,45.3052,1.0,0.0,0.0,4,1,473.384,476.042,-1.7006,24901,1787394582.4568
2.14,88.613,45.3651,1.0,0.0,0.0,4,1,474.288,476.094,-1.6904,24901,1787394582.4569
2.16,89.519,45.4211,1.0,0.0,0.0,4,1,475.194,476.145,-1.6801,24901,1787394582.457
2.18,90.425,45.4778,1.0,0.0,0.0,4,1,476.101,476.197,-1.6698,24901,1787394582.4571
2.2,91.334,45.5431,1.0,0.0,0.0,4,1,477.009,476.248,-1.6594,24901,1787394582.5653
2.22,92.243,45.6124,1.0,0.0,0.0,4,1,477.918,476.3,-1.6491,24901,1787394582.5655
2.24,93.154,45.6794,1.0,0.0,0.0,4,1,478.829,476.351,-1.6388,24901,1787394582.5656
2.26,94.066,45.7469,1.0,0.0,0.0,4,1,479.741,476.403,-1.6285,24901,1787394582.5657
2.28,94.979,45.812,1.0,0.0,0.0,4,1,480.655,476.455,-1.6182,24901,1787394582.5659
2.3,95.894,45.8757,1.0,0.0,0.0,4,1,481.569,476.506,-1.6079,24901,1787394582.566
2.32,96.81,45.928,1.0,0.0,0.0,4,1,482.485,476.558,-1.5976,24901,1787394582.6733
2.34,97.727,45.9925,1.0,0.0,0.0,4,1,483.402,476.609,-1.5872,24901,1787394582.6734
2.36,98.645,46.0523,1.0,0.0,0.0,4,1,484.32,476.661,-1.5769,24901,1787394582.6736
2.38,99.564,46.1096,1.0,0.0,0.0,4,1,485.239,476.713,-1.5665,24901,1787394582.6737
2.4,100.485,46.1713,1.0,0.0,0.0,4,1,486.16,476.765,-1.5561,24901,1787394582.6738
2.42,101.407,46.2341,1.0,0.0,0.0,4,1,487.082,476.817,-1.5458,24901,1787394582.7815
2.44,102.33,46.2956,1.0,0.0,0.0,4,1,488.005,476.869,-1.5354,24901,1787394582.7817
2.46,103.255,46.3591,1.0,0.0,0.0,4,1,488.93,476.92,-1.525,24901,1787394582.7819
2.48,104.18,46.4236,1.0,0.0,0.0,4,1,489.855,476.972,-1.5146,24901,1787394582.7822
2.5,105.107,46.4692,1.0,0.0,0.0,4,1,490.782,477.024,-1.5043,24901,1787394582.7823
2.52,106.035,46.5305,1.0,0.0,0.0,4,1,491.71,477.076,-1.4939,24901,1787394582.7825
2.54,106.964,46.5887,1.0,0.0,0.0,4,1,492.639,477.128,-1.4835,24901,1787394582.8965
2.56,107.894,46.6575,1.0,0.0,0.0,4,1,493.57,477.18,-1.4731,24901,1787394582.8966
2.58,108.826,46.7224,1.0,0.0,0.0,4,1,494.501,477.232,-1.4627,24901,1787394582.8968
2.6,109.759,46.7853,1.0,0.0,0.0,4,1,495.434,477.284,-1.4523,24901,1787394582.8969
2.62,110.693,46.8456,1.0,0.0,0.0,4,1,496.368,477.336,-1.4418,24901,1787394582.897
2.64,111.628,46.8994,1.0,0.0,0.0,4,1,497.303,477.389,-1.4314,24901,1787394583.006
2.66,112.564,46.9514,1.0,0.0,0.0,4,1,498.24,477.441,-1.4209,24901,1787394583.0063
2.68,113.502,47.0168,1.0,0.0,0.0,4,1,499.177,477.493,-1.4105,24901,1787394583.0065
2.7,114.441,47.0722,1.0,0.0,0.0,4,1,500.116,477.545,-1.4001,24901,1787394583.0067
2.72,115.381,47.1279,1.0,0.0,0.0,4,1,501.056,477.597,-1.3896,24901,1787394583.0069
2.74,116.321,47.1861,1.0,0.0,0.0,4,1,501.997,477.65,-1.3792,24901,1787394583.0072
2.76,117.264,47.2386,1.0,0.0,0.0,4,1,502.939,477.702,-1.3687,24901,1787394583.1153
2.78,118.207,47.2984,1.0,0.0,0.0,4,1,503.882,477.755,-1.3582,24901,1787394583.1155
2.8,119.151,47.3604,1.0,0.0,0.0,4,1,504.826,477.807,-1.3477,24901,1787394583.1156
2.82,120.097,47.4237,1.0,0.0,0.0,4,1,505.772,477.86,-1.3372,24901,1787394583.1157
2.84,121.044,47.4826,1.0,0.0,0.0,4,1,506.719,477.912,-1.3267,24901,1787394583.1159
2.86,121.991,47.525,1.0,0.0,0.0,4,1,507.667,477.965,-1.3162,24901,1787394583.2256
2.88,122.94,47.5822,1.0,0.0,0.0,4,1,508.616,478.017,-1.3057,24901,1787394583.2257
2.9,123.89,47.6362,1.0,0.0,0.0,4,1,509.566,478.069,-1.2952,24901,1787394583.226
2.92,124.841,47.6843,1.0,0.0,0.0,4,1,510.517,478.122,-1.2847,24901,1787394583.2261
2.94,125.793,47.7372,1.0,0.0,0.0,4,1,511.469,478.174,-1.2742,24901,1787394583.2262
2.96,126.747,47.7921,1.0,0.0,0.0,4,1,512.422,478.227,-1.2637,24901,1787394583.2264
2.98,127.701,47.8548,1.0,0.0,0.0,4,1,513.376,478.28,-1.2531,24901,1787394583.3358
